Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_Status,Booking_TS,Pickup_TS,Return_TS,Odo_Start,Odo_End,Fuel_Level,Rate,Promo_Code,City,GPS_Lat,GPS_Lon,Speed,Payment,Driver_License,Damage_Flag,Notes
RES-03056,CUST-1351,car338,Hatchback,Cancelled,2025/01/11 15:41,2025/01/21 15:41,2025-01-24 09:41,16550,"16,708",NA,Rs1500/day,DISC20,bangalore,12.914771918023595,77.64089788286817,116 km/h,CARD,DL-3929450217,None,Customer requested early pickup
RES-03057,CUST-1049,CAR358,Sedan,Completed,2025-05-23T09:22,2025-05-31T09:22,2025-06-01 14:22,17750,18176,50,1800 perday,NEW10,DELHI,12.87715548520189,77.57401438191619,,card,DL-2199328159,None,Navigation system malfunction reported
RES-03058,CUST-1762, CAR-385 ,Sedan,Completed,2025-03-01T22:28,03/08/2025 22:28,2025/3/11 14:69,49762,49819,0.5,USD 25/day,,Bombay,12.89720690042835,77.62907509402082,138kmh, card,DL-6904630245,None,Interior cleaning required
RES-03059,CUST-1617, CAR-436 ,Suzuki,Cancelled,2025-06-09 11:54,2025/06/13 11:54,06/15/2025 02:54,62317,62769km,1.0,1500/day,SAVE50,N/A,12.93297748869307,77.61705800193646,,-,DL-6130021127,None,Customer requested early pickup
RES-03060,CUST-0470, CAR-286 ,Toyota,No_Show,31-03-2025 03:22,2025-04-04 03:22,04/04/2025 17:22,51472,"51,486",75%,₹ 2000 / day,WELCOME5,Bengaluru,12.91117802550673,77.58192181997708,fast,,DL-8118334164,Major,
RES-03061,CUST-0474,CAR-442 ,EV,No_Show,2025-04-05T03:50,11-04-2025 03:50,2025/4/11 2:79,"44,024",43982km,0.5,1500 per day,DISC20,MUM,12.888224827478389,77.56282337839583,111 km/h,wallet,DL-9611984931,Minor,Low fuel warning observed
RES-03062,CUST-0032,CAR_557,Suzuki,Completed,2025/06/01 02:04,06/05/2025 02:04,2025-06-08 02:04,"14,167","14,370",100%,1500/day,,Bengaluru,12.93853475209905,77.57502541062229,134kmh,CARD,DL-7216848638,None,Low fuel warning observed
RES-03063,CUST-0920,CAR 304,Creta,Cancelled,02/08/2025 12:01,13-02-2025 12:01,02/13/2025 12:01,"23,808","23,892",1.0,USD 25/day,DISC20,DELHI,12.92538092929065,77.55820708968278,46 km/h,-,DL-1932627645,Minor,Low fuel warning observed
RES-03064,CUST-1117,CAR_029,Toyota,Cancelled,2025-02-01 13:33,2025/02/04 13:33,02/07/2025 12:33,24285 km,"24,642",10%,$20/day,NEW10,Delhi,12.870135906587347,77.61305456551246,,,DL-3473959418,Minor,Customer requested early pickup
RES-03065,CUST-0918,CAR-597 ,SUV,Cancelled,2025/5/23 3:71,2025-05-28T03:02,2025/05/30 09:02,73174 km,73162km,75%,USD 25/day,WELCOME5,Bombay,12.933958754549296,77.64625799306741,33,-,DL-5568689705,Minor,
RES-03066,CUST-0269,car587,Luxury,No_Show,2025-05-03 10:54,2025-05-11T10:54,12-05-2025 01:54,"77,765",78174,0.5,1500/day,WELCOME5,Mumbai,12.930026255794237,77.62209468526737,,upi,DL-7010024721,Major,
RES-03067,CUST-0859,CAR-600 ,Toyota,Completed,2025-01-18 10:28,01/22/2025 10:28,01/24/2025 12:28,79893 km,"80,017",0.10,"₹1,800/day",NEW10,unknown,12.875523226754833,77.60937925762771,,CASH,DL-2298740986,Minor,Vehicle returned late due to traffic
RES-03068,CUST-0307,CAR393,Hatchback,No_Show,2025-05-06 20:52,05/14/2025 20:52,2025-05-17 17:52,"15,406",15373,0.10,Rs1500/day,,BLR,12.88292590266616,77.5638143922235,,upi,DL-3111992267,None,Navigation system malfunction reported
RES-03069,CUST-1057,car-510,EV,Completed,2025-01-26 14:00,2025-01-27 14:00,2025-01-29T15:00,"34,513",34523km,10%,1800 perday,WELCOME5,blr,12.930687659698423,77.55442880492394,fast, card,DL-8817769168,Major,
RES-03070,CUST-1956,CAR159,Sedan,Cancelled,20-01-2025 03:17,2025-01-25T03:17,27-01-2025 23:17,43577 km,"44,048",25%,₹2500 per day,,Bengaluru,12.90344166688062,77.64106277250112,135 km/h,Wallet,DL-1635917665,Minor,Customer reported minor scratch on door
RES-03071,CUST-0448,CAR-578 ,Luxury,Completed,14-02-2025 08:39,2025-02-21 08:39,02/22/2025 11:39,31883 km,"32,112",,1800 perday,NEW10,chennai,12.8545629822413,77.63308783232188,51kmh,Debit Card,DL-2910287499,Minor,Customer satisfied with ride
RES-03072,CUST-1612,CAR_330,Sedan,Completed,2025-02-18T09:26,2025/2/25 9:79,2025-02-27T00:26,72730 km,72719km,50%,₹2500 per day,,Chennai,12.926511429014655,77.55489291880446,111 km/h,-,DL-2673812105,Major,
RES-03073,CUST-0186,car566,Hatchback,No_Show,2025/01/16 18:24,2025/1/23 18:70,2025/1/25 12:76,24353,"24,646",NA,1500 per day,,delhi,12.924787410797526,77.60181017455236,,CARD,DL-8911257493,None,Customer reported minor scratch on door
RES-03074,CUST-0276,car529,EV,No_Show,2025/01/10 16:36,18-01-2025 16:36,01/19/2025 23:36,"10,190",10208,,"₹1,800/day",WELCOME5,chennai,12.941826793079551,77.63115733280274,,CARD,DL-1901872801,Major,Navigation system malfunction reported
RES-03075,CUST-1145,car-353,Sedan,Cancelled,02/19/2025 21:44,2025-02-24T21:44,2025-02-26 14:44,57106 km,"57,479",10%,USD 25/day,DISC20,CHN,12.944618866596848,77.56551956751818,fast,CARD,DL-2642298715,Minor,AC performance slightly low
RES-03076,CUST-1083,CAR-524,Luxury,Completed,27-01-2025 11:28,2025-02-03T11:28,02/05/2025 08:28,51560,"51,523",30%,1800 perday,WELCOME5,mumbai,12.922664214339338,77.59600336291632,100 km/h,upi ,DL-4648012710,None,Navigation system malfunction reported
RES-03077,CUST-1002, CAR-014 ,Hatchback,Completed,2025/01/30 22:52,02/06/2025 22:52,2025-02-09T08:52,51573,52004km,0.30,₹ 2000 / day,,New Delhi,12.872285950588887,77.62013214231217,87,CASH,DL-4495270079,Major,Low fuel warning observed
RES-03078,CUST-1178,car554,Toyota,No_Show,2025/4/13 12:68,17-04-2025 12:32,2025/04/17 23:32,70906,70954,100%,,SAVE50,BLR,12.903808834155296,77.58133628403354,65kmh,CARD,DL-5880705644,Major,
RES-03079,CUST-1581,CAR-069,EV,Completed,2024-12-22T20:38,2025-01-01T20:38,2025-01-03 03:38,66793,"67,056",0.30,2000/day,SAVE50,mumbai,12.917369582250817,77.56370152486218,69kmh,upi,DL-9343830687,Major,Customer reported minor scratch on door
RES-03080,CUST-1745,CAR 255,Sedan,Completed,2024/12/24 12:72,2025/1/1 12:79,01/02/2025 06:29,"63,724","64,198",NA,₹ 2000 / day,WELCOME5,Bengaluru,12.91121117557202,77.62463197060042,,netbanking,DL-1030870209,Major,AC performance slightly low
RES-03081,CUST-0280,car364,Hatchback,Cancelled,2025/04/17 12:11,2025/4/22 12:62,24-04-2025 04:11,"65,635",65746,1.0,Rs1500/day,NEW10,New Delhi,12.92215473989884,77.58459258677907,fast,,DL-6091259541,None,Customer reported minor scratch on door
RES-03082,CUST-0308,CAR021,Creta,Cancelled,2025-05-24 09:11,2025-05-29 09:11,2025-05-29 07:11,61019 km,61482km,NA,"₹1,800/day",,Delhi,12.85699562737931,77.62575931610318,20,Credit Card,DL-5052826125,Minor,Interior cleaning required
RES-03083,CUST-1704,CAR-002,Toyota,Completed,04/01/2025 00:07,04/11/2025 00:07,2025/4/13 12:70,"33,094",33526,NA,USD 25/day,SAVE50,delhi,12.92209444529498,77.63488980492737,139 km/h,Debit Card,DL-6455571092,None,Vehicle returned late due to traffic
RES-03084,CUST-0229, CAR-045 ,Sedan,Completed,2025/2/2 12:74,02/05/2025 12:58,2025/02/05 07:58,69993,"70,231",0.10,1800 perday,NEW10,Mumbai,12.911182415890792,77.58879007991119,37kmh,netbanking,DL-6046935982,Minor,Customer satisfied with ride
RES-03085,CUST-1531, CAR-301 ,Creta,No_Show,2025/5/18 7:71,2025/05/23 07:10,2025/5/24 15:72,66120 km,"66,364",100%,1500/day,WELCOME5,MUM,12.864636822776909,77.56600576636977,fast,Credit Card,DL-3303958564,Minor,Car returned in good condition
RES-03086,CUST-0835, CAR-137 ,Creta,No_Show,2025/1/9 5:75,2025-01-11T05:52,2025/1/13 19:75,42729,"42,911",1.0,Rs1500/day,DISC20,Bombay,12.934853168049958,77.5918924818746,,cash,DL-7497197917,Major,Interior cleaning required
RES-03087,CUST-1728,car004,EV,No_Show,2025-03-17T06:28,2025-03-21T06:28,2025-03-23 06:28,46646,46594km,10%,1800 perday,NEW10,CHN,12.906279011354112,77.59309682114625,35kmh,netbanking,DL-1512066903,None,Customer satisfied with ride
RES-03088,CUST-0610,CAR-298,Hatchback,Completed,2025/4/26 5:66,27-04-2025 05:35,04/28/2025 16:35,"60,382",60464,100%,1500 per day,NEW10,Mumbai,12.900528628516842,77.60986252745523,124kmh,upi,DL-1791226353,Major,Customer satisfied with ride
RES-03089,CUST-1948,CAR-438 ,Toyota,Cancelled,12/29/2024 02:12,2025/01/02 02:12,01/02/2025 08:12,74683,74940,100%,1800 perday,NEW10,Mumbai,12.862513759399883,77.63877815821127,133kmh,UPI,DL-2009559233,Minor,Interior cleaning required
RES-03090,CUST-0069,CAR-271,Toyota,Completed,2025/03/05 10:47,10-03-2025 10:47,2025/3/12 18:73,25762,"25,978",30%,₹2500 per day,,unknown,12.927321583302911,77.5882757814492,46,cash,DL-5680142430,Major,
RES-03091,CUST-1291,CAR-234,Creta,No_Show,2025/2/27 19:68,2025-03-01T19:37,04-03-2025 05:37,13159 km,13575km,0.5,2000/day,NEW10,CHN,12.916490036355786,77.58995852279463,fast,Debit Card,DL-2942226165,Minor,Car returned in good condition
RES-03092,CUST-1925,CAR407,Luxury,Completed,16-05-2025 16:48,2025/05/17 16:48,2025-05-17T23:48,"27,743",27716km,50,1500/day,DISC20,N/A,12.94158833536538,77.60511949854488,,wallet,DL-2796384444,Minor,
RES-03093,CUST-1476,CAR122,Hatchback,No_Show,06/05/2025 14:12,2025-06-08 14:12,2025-06-09 12:12,"11,145","11,544",50,1500 per day,WELCOME5,Chennai,12.866327949969019,77.58001023403405,113,Wallet,DL-5381187819,Minor,Interior cleaning required
RES-03094,CUST-0125,car191,Creta,Cancelled,2025/06/07 18:45,2025-06-16 18:45,2025-06-17T13:45,"18,934",19170,NA,1500 per day,WELCOME5,CHN,12.90396611629812,77.63017290528144,fast,upi ,DL-3770394950,None,Customer requested early pickup
RES-03095,CUST-1975,car-044,Creta,Cancelled,2025-05-12T01:13,2025-05-13T01:13,2025/05/13 18:13,"30,157","30,603",50,Rs1500/day,,Delhi,12.935013571943706,77.58509255816095,,cash,DL-1278320644,None,Vehicle returned late due to traffic
RES-03096,CUST-0987,car299,Hatchback,Cancelled,2025/03/30 22:53,2025/3/31 22:77,2025/04/03 13:53,"23,222",23601,0.25,1800 perday,DISC20,Chennai,12.891326294420802,77.61074412871135,fast,upi,DL-7124181894,Minor,Vehicle returned late due to traffic
RES-03097,CUST-1341,CAR_589,Hatchback,Cancelled,2025/03/04 06:11,03/07/2025 06:11,08-03-2025 07:11,"21,687","21,808",0.5,USD 25/day,DISC20,BLR,12.869695998145973,77.62340601780825,93kmh,cash,DL-7872045565,None,Low fuel warning observed
RES-03098,CUST-0294,car-239,Hatchback,No_Show,04/10/2025 22:03,2025-04-19T22:03,2025/4/21 23:72,"38,396",38611km,0.75,"₹1,800/day",WELCOME5,CHN,12.873975895980362,77.57572960401654,fast, card,DL-2528631209,Major,Customer satisfied with ride
RES-03099,CUST-0291,car176,Sedan,No_Show,2025/05/13 00:56,2025/5/21 0:61,2025/05/21 21:56,28698 km,"29,104",0.30,2000/day,NEW10,Delhi,12.945053393576673,77.6451668629686,59 km/h,card,DL-2005951600,None,AC performance slightly low
RES-03100,CUST-1419,CAR268,EV,Cancelled,2025/6/13 23:65,06/16/2025 23:25,2025-06-18T16:25,"58,024","58,257",0.75,1500/day,,Chennai,12.881743198737047,77.62686630513312,,netbanking,DL-1267670397,None,Interior cleaning required
RES-03101,CUST-0119, CAR-195 ,Luxury,No_Show,03/17/2025 00:19,2025-03-23 00:19,2025/03/23 09:19,"28,772","28,939",25%,USD 25/day,SAVE50,unknown,12.866162222993596,77.59491690275942,fast,netbanking,DL-3989274647,None,Vehicle returned late due to traffic
RES-03102,CUST-0770,CAR-468 ,Sedan,Cancelled,2025-05-12 12:49,2025/5/17 12:71,05/17/2025 17:49,55581 km,55800km,0.75,$20/day,SAVE50,New Delhi,12.8913249486429,77.55905317855594,99kmh,UPI,DL-5666772384,None,
RES-03103,CUST-0429,car587,Luxury,No_Show,2025-06-03T03:59,2025-06-08 03:59,2025/6/8 4:70,57437 km,"57,535",75,,NEW10,mumbai,12.85232006343552,77.55140138238875,fast,card,DL-2096297071,Major,Interior cleaning required
RES-03104,CUST-0896,CAR159,Sedan,Completed,28-12-2024 08:57,01/05/2025 08:57,2025-01-08T04:57,18777,18712km,75,$20/day,SAVE50,chennai,12.876394146674205,77.62467333772825,fast,UPI,DL-6430315536,Minor,Customer satisfied with ride
RES-03105,CUST-1948,car-295,Toyota,Completed,2025-06-25T05:07,30-06-2025 05:07,07/03/2025 00:07,72766,73169,0.25,₹ 2000 / day,DISC20,chennai,12.888607474864095,77.56283140342217,23kmh,card,DL-2009559233,Major,Tyre pressure alert during trip
RES-03106,CUST-1576,CAR 498,SUV,Cancelled,2025/4/25 0:60,04/30/2025 00:02,30-04-2025 05:02,15205 km,"15,643",30%,USD 25/day,,delhi,12.925199959530529,77.60215158435408,,Credit Card,DL-2087780157,None,
RES-03107,CUST-1216, CAR-385 ,Sedan,Cancelled,16-06-2025 23:50,06/20/2025 23:50,2025/06/23 06:50,55661 km,"55,669",10%,Rs1500/day,,Bengaluru,12.899649726434557,77.60342338118843,96 km/h,cash,DL-6331847977,None,AC performance slightly low
RES-03108,CUST-1044,CAR003,Hatchback,Cancelled,2025/04/19 19:12,25-04-2025 19:12,2025-04-25 14:12,"32,711","33,209",0.10,1500 per day,NEW10,Bengaluru,12.851358305061195,77.55232823795727,84,,DL-9787767795,None,Vehicle returned late due to traffic
RES-03109,CUST-1052,CAR_589,Hatchback,No_Show,03/23/2025 11:26,27-03-2025 11:26,03/28/2025 16:26,16294,16222km,0.30,1500/day,DISC20,bangalore,12.861020193577312,77.61725469454491,fast,upi,DL-8437905113,Minor,Customer requested early pickup
RES-03110,CUST-0238,CAR461,Creta,Cancelled,2025-03-07T04:00,2025-03-17 04:00,19-03-2025 14:00,12690 km,13142km,30%,,DISC20,MUM,12.884358284703882,77.64401448894543,54kmh,cash,DL-2200031049,Minor,Customer reported minor scratch on door
RES-03111,CUST-1396,car342,Sedan,Completed,2025-04-30 18:31,2025-05-04T18:31,2025-05-07T08:31,10084,"10,046",75,,DISC20,mumbai,12.923974792640879,77.5863164847488,fast,Debit Card,DL-9452980794,Minor,Customer requested early pickup
RES-03112,CUST-0522,CAR-274,Hatchback,No_Show,2025-05-16 20:41,2025/5/25 20:75,2025/05/26 10:41,78909,"78,904",100%,Rs1500/day,DISC20,Chennai,12.93797085464154,77.64617240383828,83 km/h,CASH,DL-7312814553,Minor,Customer requested early pickup
RES-03113,CUST-1637,CAR525,Luxury,No_Show,01/09/2025 09:49,2025-01-12 09:49,01/13/2025 18:49,"20,952","21,143",0.5,₹ 2000 / day,NEW10,delhi,12.891704405952197,77.6011391143651,fast,netbanking,DL-3227785772,None,Customer reported minor scratch on door
RES-03114,CUST-1155,CAR_243,Toyota,Completed,2025/3/21 6:66,2025/3/29 6:61,2025/03/31 17:24,43307 km,43637,,,NEW10,Bombay,12.924518309046777,77.55815619865197,fast, card,DL-7152859914,Major,
RES-03115,CUST-0264,CAR_363,Hatchback,No_Show,03/06/2025 05:29,15-03-2025 05:29,15-03-2025 16:29,20784 km,20701,,1800 perday,WELCOME5,mumbai,12.888347539722695,77.62242156099747,fast,upi,DL-5013046407,Major,
RES-03116,CUST-0955,car-353,Sedan,Completed,2025/2/13 9:71,2025-02-19T09:45,2025-02-19T17:45,70822 km,71115,30%,₹1500/day,WELCOME5,Mumbai,12.886989462381958,77.60106287434655,fast,wallet,DL-3767995583,Major,Tyre pressure alert during trip
RES-03117,CUST-1193,CAR 117,Sedan,No_Show,2025-01-25T03:42,2025/1/30 3:66,2025-01-30 03:42,15907,16349km,0.5,Rs1500/day,NEW10,CHN,12.94683395233335,77.62018079431078,fast,CARD,DL-8036222489,None,Customer requested early pickup
RES-03118,CUST-1628, CAR-591 ,Luxury,No_Show,2025-01-19T19:59,2025/1/20 19:70,2025-01-22 02:59,59635,"59,669",25%,1800 perday,SAVE50,bangalore,12.919834590390469,77.59290091372576,,UPI,DL-3400660250,Minor,Customer reported minor scratch on door
RES-03119,CUST-0052,car287,Suzuki,Completed,2025-06-08T08:17,2025-06-13T08:17,06/15/2025 19:17,"23,169",23375,NA,1800 perday,WELCOME5,Chennai,12.899892262892784,77.63370222814073,90kmh,wallet,DL-7629489445,None,Car returned in good condition
RES-03120,CUST-0200,car364,Hatchback,Cancelled,2025-01-20T01:04,2025-01-25 01:04,2025-01-26T01:04,10928,11100,,,,DELHI,12.86942093400396,77.61909647695975,130,Wallet,DL-3729045184,None,Customer satisfied with ride
RES-03121,CUST-1374,CAR-405 ,Luxury,Cancelled,06/24/2025 00:16,2025/06/28 00:16,2025/06/28 04:16,"29,075","29,483",0.10,,SAVE50,mumbai,12.922580052766637,77.62819812350511,fast,card,DL-2359071562,Minor,AC performance slightly low
RES-03122,CUST-0660, CAR-135 ,Toyota,Completed,2025-06-19 18:07,2025-06-21T18:07,2025/6/23 22:63,35144,"35,053",NA,USD 25/day,WELCOME5,Mumbai,12.896079947643512,77.59089614418639,81,Wallet,DL-2354225905,Minor,Interior cleaning required
RES-03123,CUST-0013,car252,EV,No_Show,06/12/2025 00:00,06/14/2025 00:00,2025/06/15 11:00,"45,371",45815km,0.10,2000/day,WELCOME5,Bombay,12.869829635281262,77.56965258729556,fast,-,DL-7115932950,None,
RES-03124,CUST-0943,CAR-486 ,Hatchback,No_Show,2025/6/1 0:74,2025-06-03 00:51,2025/6/2 20:79,31103,31221,0.75,1800 perday,WELCOME5,Delhi,12.91986029569503,77.61322382397178,122,,DL-4329130430,Minor,Tyre pressure alert during trip
RES-03125,CUST-0570,car-157,Creta,No_Show,15-05-2025 21:46,19-05-2025 21:46,2025/05/20 09:46,69451,69692km,0.75,1800 perday,NEW10,bangalore,12.947114804248324,77.61493572121478,94kmh,CASH,DL-1381943016,Minor,Tyre pressure alert during trip
RES-03126,CUST-0511,car260,Creta,Completed,2025/04/06 04:18,2025/4/12 4:71,04/12/2025 13:18,"43,283",43216km,30%,1500/day,NEW10,bangalore,12.922563047762903,77.56082282989145,105kmh,CASH,DL-2051772222,Minor,
RES-03127,CUST-0515,CAR_055,Sedan,No_Show,29-03-2025 17:30,2025-04-04T17:30,07-04-2025 05:30,45641 km,"45,807",0.25,1500 per day,,BLR,12.922659542637875,77.61819652605173,84kmh,,DL-9972700864,Major,Low fuel warning observed
RES-03128,CUST-1338,CAR-071,SUV,Completed,2025/1/14 20:60,2025/01/15 20:51,15-01-2025 23:51,"10,494",10678km,75%,1500/day,WELCOME5,Delhi,12.88889135259773,77.55483219792214,76kmh,card,DL-5022211488,None,
RES-03129,CUST-0721,car186,Toyota,No_Show,2025-06-11T21:32,2025/06/14 21:32,06/17/2025 15:32,"38,366",38431,50%,$20/day,WELCOME5,mumbai,12.948129914043859,77.58883691450079,,upi ,DL-5728937892,Major,Customer requested early pickup
RES-03130,CUST-0691,car587,Luxury,Cancelled,02/26/2025 06:35,27-02-2025 06:35,2025-03-01T19:35,40067 km,40282km,0.5,"₹1,800/day",WELCOME5,New Delhi,12.942883723103781,77.58882976970354,110,,DL-3402038722,None,Customer requested early pickup
RES-03131,CUST-1843,CAR173,Suzuki,Completed,2025-03-06T18:00,2025-03-08T18:00,2025-03-08T21:00,59632 km,59935km,,₹2500 per day,SAVE50,unknown,12.897135203650391,77.56766438734368,108,CARD,DL-9174471171,Major,
RES-03132,CUST-0038,CAR 508,Sedan,Cancelled,2025/05/01 01:22,09-05-2025 01:22,2025-05-09T20:22,"42,818",42766,75,₹1500/day,WELCOME5,unknown,12.930094803024199,77.58426264868598,,upi ,DL-5142279647,Major,Customer requested early pickup
RES-03133,CUST-0557,CAR-300 ,Sedan,Completed,2025-03-08 15:56,2025/03/09 15:56,2025-03-12T12:56,55532,55968,NA,₹2500 per day,SAVE50,delhi,12.860374260238304,77.63725045528327,,CARD,DL-5996709926,Minor,Car returned in good condition
RES-03134,CUST-1995,CAR090,SUV,Cancelled,27-12-2024 03:51,2025-01-02 03:51,2025/1/3 21:72,20015 km,"20,508",75,1500/day,DISC20,MUM,12.866567542910385,77.59690003054794,44kmh, card,DL-5223101269,Minor,Interior cleaning required
RES-03135,CUST-1789,CAR 056,Toyota,No_Show,2025/1/24 19:66,01/26/2025 19:30,2025-01-27T03:30,46972,47303km,100%,1500/day,DISC20,chennai,12.856397707111556,77.59999306659726,104kmh,upi,DL-1762601888,Major,Customer satisfied with ride
RES-03136,CUST-1447,CAR 359,EV,Cancelled,2024/12/31 16:05,2025/1/1 16:77,2025/1/4 6:67,49922 km,49995km,0.25,"₹1,800/day",WELCOME5,blr,12.927078055769082,77.64895027875384,fast, card,DL-2957395182,Minor,Car returned in good condition
RES-03137,CUST-1004,car428,Luxury,No_Show,2025-05-18T13:27,21-05-2025 13:27,2025-05-22 00:27,"65,950",66096,0.10,"₹1,800/day",WELCOME5,CHN,12.87320901305842,77.56040889879944,88kmh,Wallet,DL-8143744425,Major,
RES-03138,CUST-1797,car-042,SUV,Cancelled,06/13/2025 03:49,06/22/2025 03:49,2025/06/22 14:49,"17,898","17,995",0.25,$20/day,SAVE50,Chennai,12.919327058560576,77.63377997536709,108,wallet,DL-4375690894,None,AC performance slightly low
RES-03139,CUST-0547,CAR-274,Hatchback,Completed,02-05-2025 07:18,2025-05-06T07:18,2025/05/09 07:18,67067 km,"67,562",0.10,1500 per day,SAVE50,CHN,12.878645985739713,77.56550620015031,34,upi,DL-9970267610,None,Low fuel warning observed
RES-03140,CUST-0003,CAR-149 ,Creta,No_Show,2025/04/25 16:26,04/27/2025 16:26,2025/04/27 22:26,50905,51208,1.0,1500/day,DISC20,N/A,12.902411628795498,77.60072043275656,134 km/h, card,DL-1796618064,Minor,
RES-03141,CUST-0723,CAR-125,Luxury,No_Show,2025/01/21 08:28,2025-01-26T08:28,2025-01-29T01:28,"12,152","12,230",75%,Rs1500/day,,Chennai,12.871091789426691,77.5977000729713,,upi,DL-3843028191,Major,AC performance slightly low
RES-03142,CUST-0099,CAR-277,EV,Completed,18-02-2025 01:20,20-02-2025 01:20,21-02-2025 14:20,72285,72489,0.25,"₹1,800/day",NEW10,MUM,12.941344770401628,77.6241605389443,132,card,DL-4133299090,None,Car returned in good condition
RES-03143,CUST-0151, CAR-301 ,Creta,Cancelled,19-06-2025 08:37,2025/06/20 08:37,22-06-2025 02:37,14545 km,"14,652",0.5,"₹1,800/day",NEW10,MUM,12.926120327930434,77.55959437536023,,Debit Card,DL-8099285209,Minor,Low fuel warning observed
RES-03144,CUST-0062,CAR-121,Suzuki,No_Show,2025/5/5 5:65,08-05-2025 05:18,2025-05-09T15:18,28177,28485,75%,USD 25/day,,bangalore,12.870464490501053,77.56638884320058,fast,netbanking,DL-4227122142,None,Low fuel warning observed
RES-03145,CUST-0417,CAR 433,Luxury,Cancelled,2025-01-07 02:16,2025/1/9 2:76,09-01-2025 23:16,51497 km,51885,100%,₹1500/day,,MUM,12.861439813410012,77.5527765904151,111 km/h,CASH,DL-5932741162,Major,Tyre pressure alert during trip
RES-03146,CUST-1419,car252,EV,Cancelled,05/28/2025 22:48,2025-06-01 22:48,2025/06/04 16:48,26336,26653km,0.75,Rs1500/day,DISC20,CHN,12.856710510374397,77.56320319633308,,cash,DL-1267670397,None,Car returned in good condition
RES-03147,CUST-0220,CAR 290,Toyota,Completed,03/05/2025 11:56,09-03-2025 11:56,2025/03/11 18:56,11082,11523km,30%,₹ 2000 / day,SAVE50,MUM,12.910713631497556,77.58817368446037,126kmh,wallet,DL-5957026611,Minor,AC performance slightly low
RES-03148,CUST-1554,car403,Sedan,Completed,2025/4/10 10:74,2025/4/19 10:76,2025/04/20 16:12,76401 km,76731km,100%,USD 25/day,SAVE50,delhi,12.891970293514952,77.55308203352918,,card,DL-5939308370,None,Low fuel warning observed
RES-03149,CUST-1439,CAR_592,Luxury,Cancelled,2025-03-01 23:29,2025-03-03T23:29,06-03-2025 05:29,75101 km,75346,75%,Rs1500/day,NEW10,DELHI,12.932940670213016,77.58550344111595,55 km/h,Debit Card,DL-9373767809,Major,
RES-03150,CUST-1728,CAR 161,Hatchback,No_Show,02-04-2025 00:17,2025/04/06 00:17,06-04-2025 20:17,"57,155",57118km,,"₹1,800/day",WELCOME5,blr,12.875590202578548,77.61732232420185,,CASH,DL-1512066903,Major,Customer reported minor scratch on door
RES-03151,CUST-0857,car382,Hatchback,Cancelled,2025-05-12T01:35,05/15/2025 01:35,2025/05/14 23:35,45969 km,45890km,,₹2500 per day,SAVE50,Delhi,12.90352500137844,77.63700476217538,46kmh,-,DL-2589894678,Minor,Tyre pressure alert during trip
RES-03152,CUST-0015,CAR-416,Suzuki,Cancelled,2025-06-15 03:50,21-06-2025 03:50,2025/06/23 19:50,11288 km,11207km,NA,1800 perday,,unknown,12.886282671139288,77.55525253708238,69kmh,card,DL-6040413464,None,Vehicle returned late due to traffic
RES-03153,CUST-1560,CAR531,Sedan,Cancelled,06/29/2025 15:38,2025/6/30 15:68,2025-07-01 16:38,55187,55328,0.5,₹1500/day,WELCOME5,New Delhi,12.88924467747602,77.58214637328628,, card,DL-2003397103,Minor,Low fuel warning observed
RES-03154,CUST-0058, CAR-128 ,EV,Cancelled,04/23/2025 21:20,2025-04-27T21:20,29-04-2025 03:20,23561 km,23607km,25%,1800 perday,,Mumbai,12.882157648378326,77.64517975092056,120kmh,,DL-9916273138,Minor,Vehicle returned late due to traffic
RES-03155,CUST-1100,car039,Suzuki,Completed,02/14/2025 01:46,24-02-2025 01:46,2025/02/26 03:46,"55,216",55364km,100%,Rs1500/day,DISC20,MUM,12.87003214658204,77.56847871212459,76 km/h,wallet,DL-5802344890,Minor,
RES-03156,CUST-0753,CAR-394 ,Sedan,No_Show,2025-01-08T00:40,2025-01-11 00:40,2025/1/11 4:72,72955,72890km,0.75,₹ 2000 / day,DISC20,New Delhi,12.941002181988472,77.61812579189476,fast,cash,DL-2879559003,Major,
RES-03157,CUST-1114,CAR-142 ,Luxury,Completed,2025-02-18T22:12,02/28/2025 22:12,2025/3/1 12:72,"79,985",79927km,1.0,USD 25/day,SAVE50,mumbai,12.907511817325005,77.62622732693556,56,upi,DL-6371330013,None,Customer satisfied with ride
RES-03158,CUST-1640,CAR 060,Sedan,Completed,2025-06-24T04:23,2025/6/27 4:74,06/29/2025 19:23,17031 km,17174,75%,"₹1,800/day",WELCOME5,Bengaluru,12.877686580036148,77.59568455327896,,netbanking,DL-3101273469,Minor,
RES-03159,CUST-1919,CAR 171,Sedan,No_Show,2025-06-02 10:21,2025-06-03T10:21,2025-06-04 04:21,21359 km,"21,417",0.25,₹ 2000 / day,,BLR,12.883478231251491,77.63980509423115,fast,card,DL-9891470125,Minor,
RES-03160,CUST-0533,CAR457,SUV,Completed,13-06-2025 02:20,22-06-2025 02:20,06/22/2025 16:20,"75,138",75111,25%,2000/day,DISC20,delhi,12.932375728611596,77.60303168783145,fast,Credit Card,DL-3858891659,Major,
